game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call Of Duty Zombies Category Extension,BO3,All Maps,68kmpxzl=zqom2g41; kn0j593l=z19mgeyl; r8r1y4wn=xqkjk2kl,PC,3h 1m 30.350s,https://www.twitch.tv/videos/1439121447,,solo,2022-03-28,1,Wolfslayer61,,,,http://www.speedrun.com/call_of_duty_zombies_category_extension/run/zn7dkg3m,verified
Call of Duty: Black Ops III Zombies,,Zetsubou No Shima,wlex34k8=5q8d4d3l; 2lg396np=0q56pm1p; p85pd5lg=zqom2np1,PC,2m 14.580s,https://www.twitch.tv/videos/1298330490,,co-op,2022-02-14,2,Wolfslayer61,valley172,,,http://www.speedrun.com/bo3zombies/run/zgdll00z,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=0q56pm1p; 38dw04n0=81wer8o1,PC,2m 14.320s,https://www.twitch.tv/videos/1298250917,,co-op,2022-02-14,2,Wolfslayer61,valley172,,,http://www.speedrun.com/bo3zombies/run/zp26xrry,verified
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=810w692q; 2lg396np=0q56pm1p; 2lg7k6lp=gq7282n1,PC,25m 29.470s,https://www.twitch.tv/videos/1055555162,,co-op,2021-06-13,2,Wolfslayer61,votebambi,,,http://www.speedrun.com/bo3zombies/run/y4rkr1dz,verified
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=0q5g472l; 2lg396np=0q56pm1p; ql659jn9=jqzv9eml,PC,27.310s,https://www.twitch.tv/videos/1025022112,,co-op,2021-05-16,2,Relapze,Wolfslayer61,,,http://www.speedrun.com/bo3zombies/run/mr1n77dz,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=z198xd8q; 2lg396np=0q56pm1p; onvmywnm=klrj942q,PC,32.210s,https://www.twitch.tv/videos/1025045811,,co-op,2021-05-16,2,Relapze,Wolfslayer61,,,http://www.speedrun.com/bo3zombies/run/mkg5kv1y,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=0135x4xq; 2lg396np=0q56pm1p; 2lg7e6lp=21ge5dml,PC,1m 19.790s,https://www.twitch.tv/videos/1025059285,,co-op,2021-05-16,2,Relapze,Wolfslayer61,,,http://www.speedrun.com/bo3zombies/run/z0r7px9z,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=5lemnmk1; 2lg396np=0q56pm1p; wlewprl6=814kpgjl,PC,1m 57.890s,https://www.twitch.tv/videos/1025072904,,co-op,2021-05-16,2,Relapze,Wolfslayer61,,,http://www.speedrun.com/bo3zombies/run/z5rd2g5y,verified
Call of Duty: Black Ops III Zombies,,Zetsubou No Shima,wlex34k8=21d3635q; 2lg396np=0q56pm1p; p85pd5lg=zqom2np1,PC,2m 14.000s,https://www.twitch.tv/videos/987854061,,co-op,2021-04-14,2,Wolfslayer61,PizzaHydra,,,http://www.speedrun.com/bo3zombies/run/z5rovgny,verified
Call of Duty: Black Ops III Zombies,,Shangri-La,ylqk4dzl=5q8d4r3l; 2lg396np=4lxz9212; 789ye5nw=810646p1,PC,1m 1.022s,https://www.twitch.tv/videos/982149219,,co-op,2021-04-10,3,Wolfslayer61,caio_hodge,PizzaHydra,,http://www.speedrun.com/bo3zombies/run/zp1nrrrz,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=5leo55qo; jlzz6xl2=gq79pjvl,PC,2m 56.950s,https://www.youtube.com/watch?v=huR9EhzVbFI,,solo,2021-04-08,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/z509q1gy,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=z198x88q; 2lg396np=4lxz9212; wlewprl6=21dvj0j1,PC,9m 8.130s,https://www.twitch.tv/videos/912231402,,co-op,2021-02-13,3,PizzaHydra,ljhill,Wolfslayer61,,http://www.speedrun.com/bo3zombies/run/zp32r3xm,verified
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=810w692q; 2lg396np=4lxz9212; 2lg7k6lp=mlnexenl,PC,16.230s,https://www.twitch.tv/videos/912238049,,co-op,2021-02-13,3,PizzaHydra,ljhill,Wolfslayer61,,http://www.speedrun.com/bo3zombies/run/mr46k4gz,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=5lemnmk1; 2lg396np=4lxz9212; wlewprl6=814kpgjl,PC,51.390s,https://clips.twitch.tv/AntsyRefinedWaterNononoCat-wHdE-QGTO8E9Flcs,,co-op,2021-02-12,3,Wolfslayer61,ljhill,PizzaHydra,,http://www.speedrun.com/bo3zombies/run/zgxdk20m,verified
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=5lmg2gml; 2lg396np=4lxz9212; gnx65jnv=81py6nk1,PC,2m 53.720s,https://www.twitch.tv/videos/893802096,,co-op,2021-01-30,3,PizzaHydra,ljhill,Wolfslayer61,,http://www.speedrun.com/bo3zombies/run/y2vd18jz,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=xqkmo6kl; 2lg396np=4lxz9212; jlzz6xl2=0q54r9rl,PC,37.020s,https://www.twitch.tv/videos/893807442,,co-op,2021-01-30,3,PizzaHydra,ljhill,Wolfslayer61,,http://www.speedrun.com/bo3zombies/run/zno3r59y,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=jqzxgx81; 2lg396np=4lxz9212; 38dw04n0=jq6om7qm,PC,1m 4.133s,https://www.youtube.com/watch?v=ltdxGnTBkz8,,co-op,2021-01-29,3,ljhill,Wolfslayer61,PizzaHydra,,http://www.speedrun.com/bo3zombies/run/me96xe2z,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=zqorj2xq; 2lg396np=4lxz9212; 2lg7e6lp=5le3v85q,Xbox One,3m 21.460s,https://www.twitch.tv/videos/761747838,,co-op,2020-10-05,3,TheDotzGames,Wolfslayer61,Parkerj23,,http://www.speedrun.com/bo3zombies/run/yo3kkx5y,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=81w57rv1; 2lg396np=4lxz9212; 2lg7e6lp=5le3v85q,Xbox One,3m 49.430s,https://www.twitch.tv/videos/761752873,,co-op,2020-10-05,3,TheDotzGames,Wolfslayer61,Parkerj23,,http://www.speedrun.com/bo3zombies/run/yd055lxz,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=0135x4xq; 2lg396np=4lxz9212; 2lg7e6lp=5le3v85q,Xbox One,3m 0.320s,https://www.twitch.tv/videos/761758054,,co-op,2020-10-05,3,TheDotzGames,Wolfslayer61,Parkerj23,,http://www.speedrun.com/bo3zombies/run/z53jjljy,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=0135x4xq; 2lg396np=4lxz9212; 2lg7e6lp=jq6yzrn1,Xbox One,14m 10.800s,https://www.twitch.tv/videos/761762351,,co-op,2020-10-05,3,TheDotzGames,Wolfslayer61,Parkerj23,,http://www.speedrun.com/bo3zombies/run/y6r55g0y,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=0q5g4g2l; 2lg396np=4lxz9212; wlewprl6=jq6yg731,Xbox One,3m 4.540s,https://www.twitch.tv/videos/761771629,,co-op,2020-10-05,3,TheDotzGames,Wolfslayer61,Parkerj23,,http://www.speedrun.com/bo3zombies/run/y8r22gwm,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=814794v1; 2lg396np=4lxz9212; onvmywnm=4lx0d42l,Xbox One,2m 30.510s,https://www.twitch.tv/videos/761774761,,co-op,2020-10-05,3,TheDotzGames,Wolfslayer61,Parkerj23,,http://www.speedrun.com/bo3zombies/run/zgvww60z,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=z198xd8q; 2lg396np=4lxz9212; onvmywnm=4lx0d42l,Xbox One,2m 12.056s,https://www.twitch.tv/videos/761778884,,co-op,2020-10-05,3,TheDotzGames,Wolfslayer61,Parkerj23,,http://www.speedrun.com/bo3zombies/run/y4eww0qm,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=p12x944l; 2lg396np=5leo55qo; jlzz6xl2=zqomrog1,PC,13m 56.560s,https://www.twitch.tv/videos/741460663,,solo,2020-09-14,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/mk8402lm,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=zqorj2xq; 2lg396np=5leo55qo; 2lg7e6lp=810624w1,PC,49m 41.210s,https://www.twitch.tv/videos/741469717,,solo,2020-09-14,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/me6klx2z,verified
Call of Duty: Black Ops III Zombies,,Zetsubou No Shima,wlex34k8=klryxymq; 2lg396np=5leo55qo; p85pd5lg=zqom2np1,PC,2m 32.075s,https://www.twitch.tv/videos/698666408,,solo,2020-08-02,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/z5jwnrnm,verified
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=4qyj782q; 2lg396np=5leo55qo; 2lg7k6lp=5le3mzpq,Xbox One,15m 3.014s,https://www.twitch.tv/videos/694586500,,solo,2020-07-29,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/yv679eoz,verified
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=mlnzekjl; 2lg396np=5leo55qo; 2lg7k6lp=5le3mzpq,Xbox One,14m 13.071s,https://www.twitch.tv/videos/694596311,,solo,2020-07-29,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/z050949m,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=81pde681; 2lg396np=0q56pm1p; jlzz6xl2=0q54r9rl,Xbox One,3m 15.350s,https://www.twitch.tv/videos/692079790,,co-op,2020-07-27,2,Wolfslayer61,GameLikeADylan,,,http://www.speedrun.com/bo3zombies/run/yokq851z,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=21g2928l; 2lg396np=814jp01d; 38dw04n0=81wer8o1,Xbox One,2m 29.670s,https://www.twitch.tv/videos/686907670,,co-op,2020-07-21,4,Wolfslayer61,GameLikeADylan,MEGAAMANNN,jskis,http://www.speedrun.com/bo3zombies/run/yw8we53y,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=814794v1; 2lg396np=814jp01d; onvmywnm=4lx0d42l,Xbox One,3m 24.530s,https://www.twitch.tv/videos/686907672,,co-op,2020-07-21,4,Wolfslayer61,GameLikeADylan,MEGAAMANNN,jskis,http://www.speedrun.com/bo3zombies/run/mk3oljlz,verified
Call of Duty: Black Ops III Zombies,,Gorod Krovi,68kdwxyl=4qyj7j2q; 2lg396np=5leo55qo; ylqx7m8r=013w4rdq,PC,3m 22.092s,https://www.twitch.tv/videos/673999042,,solo,2020-07-08,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/y4wkp7km,verified
Call of Duty: Black Ops III Zombies,,The Giant,2lggkx3l=p12x9x4l; 2lg396np=5leo55qo; 6njz75l4=21d554le,PC,34m 43.640s,https://www.twitch.tv/videos/674027374,,solo,2020-07-08,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/y25klp6y,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=81w57rv1; 2lg396np=5leo55qo; 2lg7e6lp=810624w1,PC,49m 41.057s,https://www.twitch.tv/videos/670324092,,solo,2020-07-04,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/mrk2n07y,verified
Call of Duty: Black Ops III Zombies,,Zetsubou No Shima,wlex34k8=klryxymq; 2lg396np=5leo55qo; p85pd5lg=zqom2np1,PC,2m 37.740s,https://www.twitch.tv/videos/670335992,,solo,2020-07-04,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/ylklr5kz,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=814794v1; 2lg396np=0q56pm1p; onvmywnm=4lx0d42l,PC,2m 22.870s,https://youtu.be/4qc5QvXTC-I,,co-op,2020-06-19,2,Wolfslayer61,SnowBrainz,,,http://www.speedrun.com/bo3zombies/run/m35l57gy,verified
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=5lemnvk1; 2lg396np=0q56pm1p; ql659jn9=0q5x78m1,PC,2m 20.260s,https://youtu.be/UQcF7dDe2b4,,co-op,2020-06-19,2,Wolfslayer61,SnowBrainz,,,http://www.speedrun.com/bo3zombies/run/y8202ewy,verified
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=5lemnvk1; 2lg396np=0q56pm1p; ql659jn9=5lm8g6yq,PC,13m 10.160s,https://youtu.be/Aiq-YJfxnsw,,co-op,2020-06-19,2,Wolfslayer61,SnowBrainz,,,http://www.speedrun.com/bo3zombies/run/yw8v8k2y,verified
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=rqvexz61; 2lg396np=0q56pm1p; ql659jn9=0q5x78m1,PC,2m 25.920s,https://youtu.be/Z9NUlopaLmA,,co-op,2020-06-19,2,Wolfslayer61,SnowBrainz,,,http://www.speedrun.com/bo3zombies/run/ylknkr2z,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=zqorj2xq; 2lg396np=0q56pm1p; 2lg7e6lp=jq6yzrn1,PC,19m 1.500s,https://youtu.be/sG_hLdlO57U,,co-op,2020-06-19,2,Wolfslayer61,SnowBrainz,,,http://www.speedrun.com/bo3zombies/run/y65o5qjz,verified
Call of Duty: Black Ops III Zombies,,Shangri-La,ylqk4dzl=21d36o5q; 2lg396np=0q56pm1p; 789ye5nw=rqv6eo5l,PC,20m 29.590s,https://youtu.be/0aCixw86gms,,co-op,2020-06-19,2,Wolfslayer61,SnowBrainz,,,http://www.speedrun.com/bo3zombies/run/yv686vez,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=p12x944l; 2lg396np=0q56pm1p; jlzz6xl2=zqomrog1,PC,15m 35.027s,https://youtu.be/o9voak5hBD4,,co-op,2020-06-19,2,Wolfslayer61,SnowBrainz,,,http://www.speedrun.com/bo3zombies/run/yjl8lwnz,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=814794v1; 2lg396np=0q56pm1p; onvmywnm=81we5o91,PC,15m 25.120s,https://youtu.be/K3x5CVOGgE0,,co-op,2020-06-19,2,Wolfslayer61,SnowBrainz,,,http://www.speedrun.com/bo3zombies/run/mrkokv7y,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=81w57rv1; 2lg396np=5leo55qo; 2lg7e6lp=jq6yzrn1,PC,20m 56.097s,https://youtu.be/hOmm8LxDBv0,,solo,2020-06-11,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/yokdvv0z,verified
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=rqvexz61; 2lg396np=5leo55qo; ql659jn9=5lm8g6yq,Xbox One,15m 14.090s,https://youtu.be/Cc8JjNVEBYE,,solo,2020-05-14,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/zx26r0qm,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=814794v1; 2lg396np=5leo55qo; onvmywnm=81we5o91,Xbox One,16m 1.071s,https://youtu.be/qclV0Q1Ot04,,solo,2020-05-08,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/y82vq0wy,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=zqorj2xq; 2lg396np=5leo55qo; 2lg7e6lp=5le3v85q,Xbox One,4m 14.061s,https://youtu.be/nfHxYWn1ozk,,solo,2020-05-08,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/mk374p3z,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=zqorj2xq; 2lg396np=5leo55qo; 2lg7e6lp=jq6yzrn1,Xbox One,20m 59.045s,https://youtu.be/DeVwy7zOuXo,,solo,2020-05-06,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/mk38w6xz,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=0q5g4g2l; 2lg396np=5leo55qo; wlewprl6=jq6yg731,Xbox One,2m 53.019s,https://youtu.be/nzNbEZQh7oI,,solo,2020-04-29,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/m35547gy,verified
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=9qjx2e3l; 2lg396np=0q56pm1p; ylp4gjlg=xqk968n1,Xbox One,2m 40.077s,https://youtu.be/qHxMBr5_2oU,,co-op,2020-04-18,2,Wolfslayer61,Rogue wolf7237,,,http://www.speedrun.com/bo3zombies/run/z051pvjm,verified
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=4qyj782q; 2lg396np=5leo55qo; 2lg7k6lp=81p46ng1,Xbox One,3m 2.004s,https://youtu.be/kXxhjjCRaVg,,solo,2020-04-08,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/y8291owy,verified
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=jq6zvzjl; 2lg396np=0q56pm1p; gnx65jnv=rqv6zd7l,Xbox One,2m 40.014s,https://youtu.be/_yJ2KExWiZE,,co-op,2020-03-24,2,Wolfslayer61,Rogue wolf7237,,,http://www.speedrun.com/bo3zombies/run/z05w9oem,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=z198x88q; 2lg396np=5leo55qo; wlewprl6=814kpgjl,Xbox One,3m 52.084s,https://youtu.be/bZr1le6HWyE,,solo,2020-03-11,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/znrn6qvy,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=zqorj2xq; 2lg396np=5leo55qo; 2lg7e6lp=5le3v85q,Xbox One,4m 23.073s,https://youtu.be/vpV4kM68GAA,,solo,2020-03-10,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/zqrlp91y,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=81w57rv1; 2lg396np=5leo55qo; 2lg7e6lp=5le3v85q,Xbox One,4m 27.270s,https://youtu.be/rSYwYc6u1CI,,solo,2020-02-28,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/mex5nv3z,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=814794v1; 2lg396np=5leo55qo; onvmywnm=81we5o91,Xbox One,17m 24.730s,https://youtu.be/yDwwxjM9i0U,,solo,2020-02-28,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/mk2noelm,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=4lxegd41; 2lg396np=5leo55qo; onvmywnm=81we5o91,Xbox One,17m 24.730s,https://youtu.be/yDwwxjM9i0U,,solo,2020-02-28,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/mrep068y,verified
Call of Duty: Black Ops III Zombies,,Nacht Der Untoten,p853w00n=zqorj2xq; 2lg396np=5leo55qo; 2lg7e6lp=jq6yzrn1,Xbox One,24m 1.560s,https://youtu.be/aJIvroprCbQ,,solo,2020-02-28,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/zp4ekv8z,verified
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=4qyj782q; 2lg396np=5leo55qo; 2lg7k6lp=81p46ng1,Xbox One,3m 57.170s,https://youtu.be/6vnMQYd2ePQ,,solo,2020-02-25,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/yj3vd0dz,verified
Call of Duty: Black Ops III Zombies,,Verruckt,38djgk18=rqvexz61; 2lg396np=5leo55qo; ql659jn9=0q5x78m1,Xbox One,2m 34.820s,https://youtu.be/TEkfAZ_zM00,,solo,2020-02-24,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/mk2ng11m,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=0q5g4g2l; 2lg396np=5leo55qo; wlewprl6=jq6yg731,Xbox One,2m 53.190s,https://youtu.be/nzNbEZQh7oI,,solo,2020-02-21,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/yd6x3rwz,verified
Call of Duty: Black Ops III Zombies,,Revelations,rn14k6kn=9qjx2x3l; 2lg396np=5leo55qo; gnx65jnv=rqv6zd7l,Xbox One,2m 52.220s,https://youtu.be/7mkRrSdHkvQ,,solo,2020-02-07,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/zp45ojrz,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=4lxegd41; 2lg396np=5leo55qo; onvmywnm=klrj942q,Xbox One,2m 55.420s,https://youtu.be/kRO_E0ITKXI,,solo,2020-01-31,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/yj3737dz,verified
Call of Duty: Black Ops III Zombies,,Der Eisendrache,wl33v49l=gq7r2rdl; 2lg396np=5leo55qo; 38dw04n0=81wer8o1,Xbox One,2m 53.090s,https://youtu.be/GddN7TLLe2w,,solo,2020-01-31,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/y6l8lw0y,verified
Call of Duty: Black Ops III Zombies,,Shi No Numa,r8ro6x28=4lxegd41; 2lg396np=5leo55qo; onvmywnm=4lx0d42l,Xbox One,3m 15.060s,https://youtu.be/oEfNzVxrdnk,,solo,2020-01-29,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/mre5q7dy,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=0q5g4g2l; 2lg396np=5leo55qo; wlewprl6=jq6yg731,Xbox One,2m 43.150s,https://youtu.be/aLNE0MBoFKg,,solo,2020-01-28,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/y95e4wrz,verified
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=9qjx2e3l; 2lg396np=5leo55qo; ylp4gjlg=xqk968n1,Xbox One,2m 54.400s,https://youtu.be/j33sprafuEA,,solo,2020-01-28,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/zp4o77nz,verified
Call of Duty: Black Ops III Zombies,,Shadows of Evil,0nwkydkn=0q5g4g2l; 2lg396np=5leo55qo; wlewprl6=jq6yg731,Xbox One,2m 51.210s,https://youtu.be/3OrxEbv-umU,,solo,2020-01-26,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/m7qlln9z,verified
Call of Duty: Black Ops III Zombies,,Origins,dlo3exdl=5lmg2wml; 2lg396np=5leo55qo; ylp4gjlg=xqk968n1,Xbox One,2m 43.980s,https://youtu.be/F7uVz9Sg6G4,,solo,2020-01-25,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/z1j6nr7z,verified
Call of Duty: Black Ops III Zombies,,Moon,gnxrqmpn=810w692q; 2lg396np=5leo55qo; 2lg7k6lp=mlnexenl,Xbox One,18.330s,https://youtu.be/wBAiYqnMSfQ,,solo,2020-01-24,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/m7ql069z,verified
Call of Duty: Black Ops III Zombies,,Kino Der Toten,5ly7ydkl=xqkmo6kl; 2lg396np=5leo55qo; jlzz6xl2=0q54r9rl,Xbox One,58.880s,https://youtu.be/kXslHafdAL4,,solo,2020-01-24,1,Wolfslayer61,,,,http://www.speedrun.com/bo3zombies/run/m31vq3gz,verified
Call of Duty: Black Ops Zombies DS,,Temple,7891w69n=mlnjgd01; rn1zppol=p12rkevl; r8r7qq0n=21gv6ro1,Nintendo DS,7m 47.280s,https://www.twitch.tv/videos/1485269537,,solo,2022-05-15,1,Wolfslayer61,,,,http://www.speedrun.com/call_of_duty_black_ops_zombies_ds/run/zgpg8v0z,verified
Call of Duty: Black Ops Zombies DS,,Overlook,7891w69n=mlnjgd01; rn1zppol=p12rkevl; 5ly199gl=klrvdwwq,Nintendo DS,3m 46.870s,https://www.twitch.tv/videos/1458388446,,solo,2022-04-16,1,Wolfslayer61,,,,http://www.speedrun.com/call_of_duty_black_ops_zombies_ds/run/m33oxngm,verified
Call of Duty: Black Ops Zombies DS,,All Maps,7891w69n=mlnjgd01; rn1zppol=p12rkevl; jlzgy0qn=9qjkv3e1,Nintendo DS,14m 29.430s,https://youtu.be/_7gd2zXtNyk,,solo,2022-04-04,1,Wolfslayer61,,,,http://www.speedrun.com/call_of_duty_black_ops_zombies_ds/run/mkkl0xvm,verified
Call of Duty: Black Ops Zombies DS,,House,7891w69n=mlnjgd01; rn1zppol=p12rkevl; p85rdd7n=81pvzwe1,Nintendo DS,3m 42.630s,https://www.twitch.tv/videos/1447423540,,solo,2022-04-04,1,Wolfslayer61,,,,http://www.speedrun.com/call_of_duty_black_ops_zombies_ds/run/znpwjvlm,verified
Call of Duty: Black Ops Zombies DS,,Temple,7891w69n=mlnjgd01; rn1zppol=p12rkevl; r8r7qq0n=gq70oerl,Nintendo DS,3m 47.420s,https://www.twitch.tv/videos/1445748990,,solo,2022-04-03,1,Wolfslayer61,,,,http://www.speedrun.com/call_of_duty_black_ops_zombies_ds/run/m761500y,verified
